id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review_clean,reviews_per_month_clean,calculated_host_listings_count,availability_365,price_category,stay_category,availability_category,review_activity_category,host_scale_category,review_recency,days_since_last_review,estimated_annual_revenue,review_efficiency,host_business_scale,performance_tier,market_position,estimated_occupancy_rate
33363704,Private Room in Prime Location - Newly Renovated,244171850,Jocelyn,Queens,Ridgewood,"40,70103","-73,90613",Private room,47,30,0,,0,10,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,17155,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
33930925,"Spacious Private Room W 3 Nearby Trains, In Queens",242962235,Yuval,Queens,Ridgewood,"40,70762","-73,89526",Private room,34,30,0,,0,23,317,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,10778,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
35461466,Artsy Private BR in Fort Greene Cumberland,230192510,Zach,Brooklyn,Fort Greene,"40,69749","-73,97551",Private room,48,30,0,,0,25,257,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,12336,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
35460630,Artsy Private BR in Fort Greene Cumberland,230192510,Zach,Brooklyn,Fort Greene,"40,69757","-73,97557",Private room,48,30,0,,0,25,347,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,16656,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
30442508,Bedroom in Brooklyn Madison 3R-1,226410657,Nina,Brooklyn,Bedford-Stuyvesant,"40,68567","-73,93123",Private room,42,30,0,,0,27,358,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,15036,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
29605631,Cozy & Clean RM  in Queens. Near Subway Station.,137358866,Kazuya,Queens,Woodside,"40,74361","-73,90758",Private room,38,30,0,,0,103,249,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,9462,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
6776698,JFK SPACIOUS ROOM / A  4  BLOCKS TO SUBWAY,9284163,Antonio,Queens,Woodhaven,"40,68955","-73,85348",Private room,39,2,262,23/06/2019,"5,28",3,346,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2234,13494,"0,7572",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
891117,Private Bedroom in Manhattan,4734398,Jj,Manhattan,Harlem,"40,82264","-73,94041",Private room,49,1,594,15/06/2019,"7,57",3,339,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2242,16611,"1,7522",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
23505645,Private room with Visit queens #5,158540605,Sonia,Queens,Glendale,"40,69987","-73,88952",Private room,30,2,57,01/07/2019,"3,54",6,254,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2226,7620,"0,2244",Medium Scale Host (6-20),High Performer,Budget Popular,"45,2"
35898731,#4 Hotel-Like LOFT Private Room KING bed near JFK,263504959,David,Queens,Woodhaven,"40,69311","-73,86526",Private room,50,1,4,07/07/2019,4,8,283,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2220,14150,"0,0141",Medium Scale Host (6-20),High Performer,Budget Popular,"45,2"
21282732,Serenity Falls in lovely Astoria 15min to the city,16727881,Jeannie,Queens,Ditmars Steinway,"40,7745","-73,90406",Private room,40,2,1,01/11/2018,"0,12",1,363,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2468,14520,"0,0028",Single Property Host,Average Performer,Budget Struggling,"17,8"
18291430,Cozy Bedroom In Marble Hill ( Students Welcome ),18692297,Maneto,Manhattan,Marble Hill,"40,87492","-73,91164",Private room,44,5,18,30/06/2019,"0,69",1,349,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2227,15356,"0,0516",Single Property Host,Average Performer,Budget Struggling,"17,8"
4904582,Boutique Retreat,25249481,Jacqueline,Bronx,Mount Hope,"40,85062","-73,90251",Private room,40,14,5,17/06/2017,"0,13",1,322,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2970,12880,"0,0155",Single Property Host,Average Performer,Budget Struggling,"17,8"
33652661,New bedroom in nice apartment. Close to hospital!,138768335,Maria,Brooklyn,East Flatbush,"40,65565","-73,92705",Private room,40,30,1,04/05/2019,"0,45",2,344,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2284,13760,"0,0029",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
29710266,Manhattan Sights & Sound (Ladies Only),223574944,Carly,Manhattan,Kips Bay,"40,74355","-73,97936",Shared room,39,2,2,25/03/2019,"0,52",2,326,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2324,12714,"0,0061",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
15216399,For all classical lover's,95765103,Glory,Brooklyn,Sheepshead Bay,"40,60803","-73,96211",Private room,50,3,15,31/03/2019,"0,45",2,211,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2318,10550,"0,0711",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
13125243,Home away from home,46087238,Michion,Queens,Jamaica,"40,68723","-73,78791",Private room,40,1,14,11/10/2018,"0,42",2,335,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2489,13400,"0,0418",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
16148036,Cozy bed in private living room,94536810,Belkis,Bronx,Bronxdale,"40,85711","-73,86474",Private room,45,5,30,23/05/2019,"0,98",2,318,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2265,14310,"0,0943",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
6181131,"Share quiet, clean and spacious apt",32060911,Elvis,Staten Island,West Brighton,"40,63438","-74,11518",Private room,40,30,6,31/03/2019,"0,12",2,354,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2318,14160,"0,0169",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
5309959,"A room in private house,",22420999,Herman,Queens,Richmond Hill,"40,69509","-73,83203",Private room,50,2,20,02/11/2018,"0,47",5,347,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2467,17350,"0,0576",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
7501694,Prolonged Traveler's Dream( a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,"40,81335","-73,8873",Private room,40,30,15,30/06/2019,"0,32",6,333,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2227,13320,"0,045",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
16098175,Writers Paradise 3 NYC,104927746,Amardeep,Staten Island,Concord,"40,59719","-74,08754",Private room,32,4,23,05/05/2019,"0,87",7,312,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2283,9984,"0,0737",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
27284564,"Great Bedroom in Ridgewood, Queens!",205530337,Nina,Queens,Ridgewood,"40,70176","-73,90435",Private room,45,30,1,29/05/2019,"0,71",8,347,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2259,15615,"0,0029",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
16171293,Sunny cozy room next to park,10737943,David,Manhattan,Upper East Side,"40,77257","-73,94616",Private room,48,30,7,12/05/2019,"0,26",10,342,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2276,16416,"0,0205",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
5188840,Home 4 Medical Professionals-St John's Episcopal 2,26377263,Stat,Queens,Far Rockaway,"40,59642","-73,75606",Private room,38,6,5,02/12/2017,"0,11",43,313,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2802,11894,"0,016",Large Scale Host (>20),Average Performer,Budget Struggling,"17,8"
30359944,Gorgeous Room in a renovated Woodside townhouse!,137358866,Kazuya,Queens,Woodside,"40,74958","-73,90011",Private room,42,30,1,01/06/2019,"0,79",103,235,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2256,9870,"0,0043",Large Scale Host (>20),Average Performer,Budget Struggling,"45,2"
22706231,Nice Place in The Bronx!!,163047410,Erick,Bronx,Longwood,"40,81961","-73,90019",Entire home/apt,40,5,45,23/06/2019,"2,51",1,266,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2234,10640,"0,1692",Single Property Host,High Performer,Budget Popular,"45,2"
23301706,"*Great room, good location, 20 mins to Manhattan",173249074,Svetlana,Brooklyn,Bath Beach,"40,60444","-74,01725",Private room,50,4,24,18/05/2019,"1,69",2,311,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2270,15550,"0,0772",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
2994659,Private cozy room,15266695,Sergey & Kate,Brooklyn,Bensonhurst,"40,62019","-73,99624",Private room,43,1,127,27/06/2019,"2,77",2,220,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2230,9460,"0,5773",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
14355431,Nice comfy room,58453451,Michael,Brooklyn,East New York,"40,67333","-73,8872",Private room,40,2,84,04/07/2019,"2,45",2,273,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2223,10920,"0,3077",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
17853353,Private Room Near Bronx Zoo and NYBG!,48106825,Julia,Bronx,Pelham Gardens,"40,86437","-73,8485",Private room,47,2,40,16/04/2019,"1,58",2,339,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2302,15933,"0,118",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
18896540,PRIVATE BATHROOM  AND KITCHEN AREA,131684478,Mervin (Michael),Staten Island,West Brighton,"40,63452","-74,11707",Private room,45,2,47,01/02/2019,"1,89",3,207,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2376,9315,"0,2271",Small Scale Host (2-5),Good Performer,Budget Popular,"45,2"
8903147,Yankees Room in the Bronx,3684360,Enrique,Bronx,Norwood,"40,87709","-73,88228",Private room,38,1,50,27/06/2018,"1,1",4,267,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2595,10146,"0,1873",Small Scale Host (2-5),Good Performer,Budget Popular,"45,2"
33881088,Cozy Sm Room Furnished!,5986790,Gen,Manhattan,Washington Heights,"40,83532","-73,94428",Private room,47,5,4,26/06/2019,"1,58",6,272,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2231,12784,"0,0147",Medium Scale Host (6-20),Good Performer,Budget Popular,"45,2"
27139915,Living Room,199833548,Syeda,Queens,Sunnyside,"40,74161","-73,92505",Shared room,40,1,20,09/06/2019,"1,88",9,343,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2248,13720,"0,0583",Medium Scale Host (6-20),Good Performer,Budget Popular,"17,8"
35684596,Homey & Cozy room in queens!,83132880,Alyandry,Queens,Maspeth,"40,73888","-73,89486",Private room,49,1,0,,0,4,321,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),No Reviews,Small Scale (2-5),Tidak Ada Review,,15729,0,Small Scale Host (2-5),Low Performer,Budget Struggling,"17,8"
30952896,Spacious 2 person shared room high near subway,17706542,Sergey,Brooklyn,Bushwick,"40,69028","-73,90563",Shared room,40,30,0,,0,6,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,14600,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
33093855,Morden 3 person shared room  fully furnished.,248161322,Sergii,Brooklyn,Bushwick,"40,70007","-73,93899",Shared room,35,30,0,,0,14,341,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,11935,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
32361532,"Chic Private Bedroom in Ridgewood, NY by 3 Trains!",242962235,Yuval,Queens,Ridgewood,"40,70892","-73,89502",Private room,42,30,0,,0,23,220,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,9240,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
4532913,Williamsburg private clean cozy RM,20164579,Oliver,Brooklyn,Williamsburg,"40,71909","-73,95998",Private room,45,1,170,20/06/2019,"5,9",1,245,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Single Property,Sangat Lama (>1 tahun),2237,11025,"0,6939",Single Property Host,High Performer,Budget Popular,"45,2"
17707963,"5mins from JFK, one cozy bedroom for one",119592255,Kevin,Queens,Jamaica,"40,6809","-73,78196",Private room,50,1,173,07/07/2019,"6,15",2,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2220,18250,"0,474",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
35540762,驿站,239139334,Fang,Queens,Bayside,"40,76883","-73,78707",Private room,49,1,4,08/07/2019,4,3,345,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2219,16905,"0,0116",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
21528682,Comfortable Couch in a Great Location! Bushwick.,13917921,Robert,Brooklyn,Bushwick,"40,6985","-73,93384",Shared room,42,2,13,14/04/2019,"0,65",2,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2304,15330,"0,0356",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
1586454,Private Room With Patio In Queens,8452695,Macit,Queens,Maspeth,"40,73732","-73,90168",Private room,48,20,33,21/04/2019,"0,46",2,297,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2297,14256,"0,1111",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
12071454,TRENDY Brooklyn room,48764969,Alina,Brooklyn,Bushwick,"40,6826","-73,90411",Private room,40,6,28,14/04/2019,"0,7",2,298,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2304,11920,"0,094",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
163836,Greenpoint Loft / Le Chez Andrea,32169,Andrea,Brooklyn,Greenpoint,"40,72185","-73,93956",Private room,46,4,86,08/06/2019,"0,89",3,350,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2249,16100,"0,2457",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
20628186,Medical Student Room B : Brooklyn Hospitals,146776990,Rosemarie,Brooklyn,East Flatbush,"40,65312","-73,93413",Private room,35,30,5,29/12/2018,"0,22",4,263,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2410,9205,"0,019",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
22115009,Shared room with Bed Tent (Privacy Pop).,44620317,Claudia,Queens,Corona,"40,74061","-73,85651",Shared room,45,1,8,28/09/2018,"0,53",4,347,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2502,15615,"0,0231",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
22256926,Beautiful room in Brooklyn,15640230,Susana,Brooklyn,Crown Heights,"40,66452","-73,9337",Private room,33,30,1,02/09/2018,"0,1",4,354,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2528,11682,"0,0028",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
21765318,Middle Bunk in Queer Co-Living Space for Men,34614054,Marco,Brooklyn,Greenpoint,"40,72477","-73,94465",Shared room,35,2,16,23/06/2019,"0,81",5,274,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2234,9590,"0,0584",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
21972697,Newly private room in best Co-Living,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,"40,6926","-73,94076",Private room,50,30,4,08/03/2018,"0,21",10,364,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2706,18200,"0,011",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
